"","No","Nama Sekolah","NPSN","BP","Status","Last Sync","Jml Sync","PD","Rombel","Guru","Pegawai","R. Kelas","R. Lab","R. Perpus","sumber"
"638","96","POS PAUD SERUNI","69869912","SPS","Swasta","15 Mar 2022 11:28:10",7,49,5,4,0,2,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"639","97","POS PAUD TAAM AL-IKHLAS","69869907","SPS","Swasta","06 Mar 2022 18:42:38",3,25,2,2,3,2,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"640","98","SPS MAWAR 1","69869900","SPS","Swasta","28 Feb 2022 12:41:33",3,38,2,2,1,2,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"641","99","SPS MEKAR JAYA","69869901","SPS","Swasta","11 Mar 2022 14:19:16",7,53,3,5,1,3,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"642","100","SPS PAUD MEKAR SARI","69869902","SPS","Swasta","28 Feb 2022 12:11:34",3,21,2,4,1,2,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"643","101","SD N CANTANGJAYA","20230432","SD","Negeri","18 Mar 2022 08:02:21",31,481,15,17,3,11,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"644","102","SD N CIJUJUNG TENGAH","20201157","SD","Negeri","02 Feb 2022 10:34:11",4,195,7,9,2,6,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"645","103","SD N CIKEAS 01","20201079","SD","Negeri","17 Mar 2022 22:30:41",15,379,11,11,2,6,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"646","104","SD N CIKEAS 03","20201081","SD","Negeri","17 Mar 2022 08:28:11",21,443,12,12,2,9,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"647","105","SD N CIKEAS 05","20201083","SD","Negeri","16 Mar 2022 11:06:38",21,236,8,6,2,6,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"648","106","SD N CILEBUT 01","20201090","SD","Negeri","01 Mar 2022 12:37:50",18,458,14,16,3,13,1,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"649","107","SD N CILEBUT 02","20201091","SD","Negeri","14 Mar 2022 13:35:42",8,439,12,12,1,9,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"650","108","SD N CILEBUT 03","20201092","SD","Negeri","09 Mar 2022 15:49:37",17,382,11,13,2,6,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"651","109","SD N CILEBUT 05","20201094","SD","Negeri","17 Mar 2022 14:48:36",13,525,14,17,2,7,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"652","110","SD N CIMANDALA 02","20201755","SD","Negeri","16 Mar 2022 20:06:01",14,254,11,10,2,8,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"653","111","SD N CIMANDALA 03","20201756","SD","Negeri","15 Mar 2022 23:33:55",8,615,20,21,4,17,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"654","112","SD N GUNUNG GEULIS 01","20201542","SD","Negeri","14 Mar 2022 22:48:16",11,285,7,7,3,6,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"655","113","SD N JAMBU","20201577","SD","Negeri","08 Feb 2022 10:45:58",10,162,6,6,2,6,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"656","114","SD N KATULAMPA 04","20201673","SD","Negeri","16 Mar 2022 22:47:00",22,451,12,14,3,10,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"657","115","SD N KEBON KALAPA 01","20201694","SD","Negeri","17 Mar 2022 19:36:06",13,381,12,11,3,10,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"658","116","SD N KEDUNGHALANG 03","20230534","SD","Negeri","16 Mar 2022 15:35:41",7,525,14,17,1,10,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"659","117","SD N KEDUNGHALANG SERIKAT 01","20201676","SD","Negeri","12 Feb 2022 23:36:19",7,308,8,9,2,8,2,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"660","118","SD N PARAKAN KEMBANG","20200454","SD","Negeri","17 Mar 2022 12:20:50",9,197,6,6,1,6,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"661","119","SD N PASIRLAJA 02","20200190","SD","Negeri","16 Mar 2022 09:44:34",6,125,6,5,1,6,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"662","120","SD N PASIRLAJA 03","20200191","SD","Negeri","22 Feb 2022 15:16:06",15,493,13,13,4,7,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"663","121","SD N PATAHUNAN 01","20230565","SD","Negeri","17 Mar 2022 08:10:03",11,330,8,9,2,4,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"664","122","SD N SASANAWIYATA 01","20200280","SD","Negeri","16 Mar 2022 09:14:03",11,551,18,20,5,21,0,2,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"665","123","SD N SASANAWIYATA 02","20200270","SD","Negeri","14 Mar 2022 21:17:13",29,311,12,11,4,12,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"666","124","SD N SUKARAJA 02","20200832","SD","Negeri","16 Mar 2022 13:20:34",5,177,6,6,1,6,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"667","125","SD N SUKATANI","20200758","SD","Negeri","18 Mar 2022 16:28:13",15,249,6,7,3,7,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"668","126","SD NEGERI CIJUJUNG 02","20201153","SD","Negeri","18 Mar 2022 09:32:28",11,361,10,10,3,9,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"669","127","SD NEGERI CIJUJUNG 03","20201154","SD","Negeri","10 Mar 2022 16:07:31",18,644,17,19,4,14,2,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"670","128","SD NEGERI CIKEAS 02","20201080","SD","Negeri","03 Mar 2022 23:01:22",11,452,12,13,1,9,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"671","129","SD NEGERI CIKEAS 04","20201082","SD","Negeri","16 Mar 2022 22:45:40",10,192,6,7,2,6,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"672","130","SD NEGERI CILUAR 01","20230473","SD","Negeri","09 Mar 2022 12:03:13",14,286,11,11,2,12,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"673","131","SD NEGERI CIMANDALA 01","20230476","SD","Negeri","14 Mar 2022 10:18:41",11,413,12,13,2,10,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"674","132","SD NEGERI GUNUNG GEULIS 02","20230505","SD","Negeri","07 Mar 2022 01:06:27",12,280,8,6,2,9,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"675","133","SD NEGERI KEDUNGHALANG SERIKAT 02","20201677","SD","Negeri","17 Mar 2022 19:26:32",11,339,9,7,1,8,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"676","134","SD NEGERI NAGRAK 01","20200368","SD","Negeri","22 Feb 2022 14:58:06",15,472,12,10,4,11,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"677","135","SD NEGERI NAGRAK 02","20200370","SD","Negeri","29 Jan 2022 14:53:41",5,696,15,16,2,13,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"678","136","SD NEGERI PASIR BAGADE","20200177","SD","Negeri","14 Mar 2022 22:28:42",16,144,6,7,1,6,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"679","137","SD NEGERI PATAHUNAN 02","20200199","SD","Negeri","14 Mar 2022 10:10:18",16,328,12,10,1,6,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"680","138","SD NEGERI SUKARAJA 01","20200831","SD","Negeri","07 Feb 2022 12:38:33",8,248,6,7,1,6,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"681","139","SD NEGERI SUKARAJA 03","20200833","SD","Negeri","16 Mar 2022 12:29:28",12,236,6,7,1,7,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"682","140","SDN BOJONG","20201348","SD","Negeri","14 Mar 2022 10:32:12",10,137,6,5,2,6,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"683","141","SDN CIJUJUNG 01","20201163","SD","Negeri","14 Feb 2022 11:54:15",15,760,23,18,5,15,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"684","142","SDN CILUAR 02","20201776","SD","Negeri","09 Mar 2022 17:09:10",9,356,12,13,2,12,1,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"685","143","SDN PASIRLAJA 01","20200200","SD","Negeri","14 Mar 2022 17:47:28",11,131,6,5,1,6,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"686","144","SDIT PUTRA PAKUAN","69981459","SD","Swasta","14 Mar 2022 08:37:18",4,172,8,12,6,4,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"687","145","SDS CERDAS BANGSA","20268724","SD","Swasta","18 Mar 2022 07:28:00",10,116,6,9,2,6,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"688","146","SDS IT SABIILUL HUDA","20230669","SD","Swasta","12 Feb 2022 09:46:24",6,30,6,5,2,6,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"689","147","SMP NEGERI 1 SUKARAJA","20200901","SMP","Negeri","02 Mar 2022 11:58:54",52,1.093,28,37,11,28,2,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"690","148","SMP NEGERI 2 SUKARAJA","20200881","SMP","Negeri","16 Mar 2022 17:03:05",40,1.267,30,45,19,30,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"691","149","SMP ASSYUJAIYAH","20230944","SMP","Swasta","04 Mar 2022 17:50:59",8,379,13,14,4,14,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"692","150","SMP BANI ABDILLAH ( AL BANA )","20268289","SMP","Swasta","18 Mar 2022 10:39:35",18,500,15,19,3,16,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"693","151","SMP CILEBUT","20200586","SMP","Swasta","07 Feb 2022 16:59:07",9,26,3,5,2,3,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"694","152","SMP ISLAM AL - KARIMAH","20253959","SMP","Swasta","26 Feb 2022 15:57:55",14,244,8,12,4,8,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"695","153","SMP ISLAM AZIZUR RASYID","69919436","SMP","Swasta","02 Mar 2022 13:38:39",14,49,3,5,1,3,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"696","154","SMP PUTRA PAKUAN BOGOR","20231147","SMP","Swasta","24 Feb 2022 15:33:04",9,645,18,33,9,29,2,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"697","155","SMP SEJAHTERA 1 SUKARAJA","20231150","SMP","Swasta","26 Jan 2022 14:57:10",2,33,3,7,4,11,4,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"698","156","SMP SWASTA MA ARIF NU SUKARAJA","20254314","SMP","Swasta","05 Dec 2021 02:23:23",0,0,0,11,2,7,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"699","157","SMP SWASTA NAGRAK","20231104","SMP","Swasta","08 Oct 2021 13:14:23",0,0,0,3,1,5,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"700","158","SMP USWATUN HASANAH","20231162","SMP","Swasta","06 Feb 2022 13:20:14",2,11,2,1,1,3,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"701","159","SMAN 1 SUKARAJA","20231337","SMA","Negeri","14 Mar 2022 10:56:54",20,986,28,46,12,27,4,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"702","160","SMA IT INSAN CENDEKIA MADANI GUNUNG GEULIS BOGOR","70010104","SMA","Swasta","10 Mar 2022 09:27:23",11,26,6,19,3,8,2,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"703","161","SMAS AS SYUJA IYAH","20232315","SMA","Swasta","04 Feb 2022 08:45:14",7,221,7,6,3,7,2,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"704","162","SMAS BINA RUHAMA","20231280","SMA","Swasta","28 Dec 2021 10:35:34",0,0,0,4,2,3,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"705","163","SMK Darussaadah","NP018108","SMK","Swasta","21 Feb 2022 09:19:32",8,92,4,13,3,7,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"706","164","SMK MASTER INDONESIA","69862572","SMK","Swasta","10 Mar 2022 07:52:48",35,462,19,14,11,17,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"707","165","SMK NU GLOBAL MADANI","20272054","SMK","Swasta","03 Sep 2021 04:12:09",0,0,0,2,1,3,3,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"708","166","SMKS AL BANA","69786949","SMK","Swasta","17 Mar 2022 14:23:13",16,228,8,13,4,10,1,2,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"709","167","SMKS PELITA HUSADA","10648871","SMK","Swasta","12 Mar 2022 02:05:34",6,59,3,8,5,5,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"710","168","SMKS PUTRA PAKUAN","20254118","SMK","Swasta","09 Mar 2022 16:11:06",10,419,18,27,5,18,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"711","169","SMKS YASI 1 CILEBUT BOGOR","20200599","SMK","Swasta","07 Mar 2022 17:45:59",6,77,4,1,2,4,1,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"712","170","PKBM MELATI","P2960603","PKBM","Swasta","24 Feb 2022 00:02:53",9,418,3,17,1,8,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"713","171","PKBM Pelita Ilmu","P2960658","PKBM","Swasta","15 Feb 2022 15:44:27",8,348,2,5,1,7,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"714","172","PKBM PUTRA PAKUAN","P9997908","PKBM","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"715","173","PKBM TUNAS MUDA PERKASA","P9948222","PKBM","Swasta","15 Feb 2022 13:35:52",10,167,2,20,1,6,0,1,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"716","174","PKBM YAYASAN GEMILANG MANDIRI","P9934847","PKBM","Swasta","20 Feb 2022 12:24:15",15,182,4,0,1,1,0,0,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"717","Total","Total","Total","Total","Total","Total",1.28,26.167,917,1.145,331,959,42,75,"Data Peserta Didik Kec. Sukaraja - Dapodikdasmen.html"
"718","1","DARUL FIKRI","69869085","KB","Swasta","09 Mar 2022 07:55:01",5,36,2,3,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"719","2","KB AL AHMAR","69975316","KB","Swasta","23 Jan 2022 22:49:27",3,39,2,4,0,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"720","3","KB AL MUIZZ","69968284","KB","Swasta","25 Jan 2022 15:49:06",3,72,2,1,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"721","4","KB AL-KAROMAH","69869087","KB","Swasta","24 Feb 2022 22:00:51",6,59,3,3,2,3,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"722","5","KB AL-QOMARIYAH","70023555","KB","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"723","6","KB ANAK PINTAR","70008216","KB","Swasta","30 Sep 2021 21:22:06",0,0,0,4,1,1,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"724","7","KB ANJANI","70013592","KB","Swasta","-",0,0,0,1,1,0,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"725","8","KB AT-TAOBAH","70024802","KB","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"726","9","KB HARAPAN BUNDA","70011952","KB","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"727","10","KB HIDAYATUSSHIBYAN","70013956","KB","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"728","11","KB MAWAR 04","70010709","KB","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"729","12","KB MIFTAHUL FALAH","69869091","KB","Swasta","01 Feb 2022 07:50:23",5,100,2,2,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"730","13","KB MIFTAHUL HUDA AL BARKAH","70015829","KB","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"731","14","KB MIFTAHUL IBADAH","70024264","KB","Swasta","-",0,0,0,1,0,0,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"732","15","KB MUTIARA","69987399","KB","Swasta","01 Oct 2021 20:19:09",0,0,0,1,2,3,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"733","16","KB NURUL FALAH","69869094","KB","Swasta","12 Mar 2022 20:10:03",4,59,3,4,0,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"734","17","KB NURUL HUDA","70024140","KB","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"735","18","KB NURUL MUNAWAR","70008436","KB","Swasta","15 Mar 2022 17:16:37",5,39,3,3,1,1,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"736","19","KB NUURUDZOLAAM II","69975380","KB","Swasta","20 Jan 2022 21:25:39",1,89,3,5,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"737","20","KB RINDANG","70008377","KB","Swasta","24 Jan 2022 21:21:12",3,13,2,2,3,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"738","21","KB UMMUL QURO","69985532","KB","Swasta","30 Jan 2022 01:35:15",2,52,2,3,1,3,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"739","22","KB YANFI","70008450","KB","Swasta","16 Mar 2022 10:12:40",4,60,3,3,2,3,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"740","23","KOBER AL-AZHAR","69869100","KB","Swasta","29 Jan 2022 22:52:58",1,36,3,3,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"741","24","KOBER AL-BAROKAH","69869089","KB","Swasta","27 Oct 2021 12:09:34",0,0,0,3,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"742","25","KOBER AL-FAJAR","69869101","KB","Swasta","29 Jan 2022 22:28:24",2,73,4,4,0,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"743","26","KOBER AL-HIDAYAH","69869088","KB","Swasta","25 Jan 2022 12:02:18",1,38,2,2,2,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"744","27","KOBER AL-ISTIQOMAH","69869084","KB","Swasta","12 Jan 2022 08:45:28",3,33,2,3,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"745","28","KOBER AL-PURKON","69869098","KB","Swasta","25 Feb 2022 16:36:14",16,111,3,3,3,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"746","29","KOBER AL-QUSAERIYYAH","69869095","KB","Swasta","30 Dec 2021 11:34:43",0,0,0,0,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"747","30","KOBER AN-NUR MANDIRI","69869083","KB","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"748","31","KOBER CERIA","69869093","KB","Swasta","14 Mar 2022 21:37:55",4,26,2,2,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"749","32","KOBER INSAN HARAPAN","69869092","KB","Swasta","31 Jan 2022 19:47:41",1,27,2,1,1,3,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"750","33","KOBER KELINCI","69869102","KB","Swasta","12 Mar 2022 22:49:44",4,40,2,2,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"751","34","KOBER NURUL FIKRI","69869097","KB","Swasta","27 Feb 2022 18:50:55",3,82,4,2,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"752","35","KOBER TERATAI INDAH","69869099","KB","Swasta","12 Mar 2022 20:38:11",4,59,2,3,2,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"753","36","PAUD AL-MUNAWAR","69942493","KB","Swasta","08 Mar 2022 21:12:12",9,92,4,3,0,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"754","37","PAUD AR RAHMAH","70008432","KB","Swasta","-",0,0,0,0,1,0,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"755","38","PAUD CEMARA 2","69869096","KB","Swasta","12 Mar 2022 22:33:34",5,67,2,1,0,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"756","39","PAUD CITA MADANI","69942483","KB","Swasta","17 Mar 2022 13:55:08",15,45,3,2,1,1,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"757","40","PAUD MATHLAUL HIDAYAH","69942542","KB","Swasta","31 Aug 2021 18:23:57",0,0,0,1,3,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"758","41","PAUD PELANGI CERIA","69952839","KB","Swasta","04 Feb 2022 22:35:56",3,106,2,3,0,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"759","42","PAUD PERTIWI","69926870","KB","Swasta","17 Jan 2022 10:41:29",2,94,3,6,2,4,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"760","43","PAUD RAUDHATUL ALAWIYIN","69945967","KB","Swasta","11 Aug 2021 00:13:22",0,0,0,1,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"761","44","SINAR BAROKAH","69869086","KB","Swasta","11 Mar 2022 08:30:33",10,41,2,4,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"762","45","KB AL-IKHLAS","69869937","SPS","Swasta","31 Jan 2022 15:29:27",2,41,3,2,0,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"763","46","KB MAWAR 1","69869936","SPS","Swasta","01 Mar 2022 20:13:18",5,31,4,4,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"764","47","KOBER CAMAR","69869933","SPS","Swasta","23 Dec 2021 11:42:33",0,0,0,3,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"765","48","KOBER CEMPAKA 2","69869931","SPS","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"766","49","KOBER MELATI TERPADU","69869934","SPS","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"767","50","MAWAR 2","69869935","SPS","Swasta","29 Jan 2022 17:33:47",5,40,2,1,0,1,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"768","51","MIFTAHUL ULUM","69869930","SPS","Swasta","-",0,0,0,0,0,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"769","52","PAUD MERPATI","69869932","SPS","Swasta","-",0,0,0,0,1,2,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"770","53","SD N ARCA","20201377","SD","Negeri","05 Mar 2022 17:55:17",8,243,6,6,2,6,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"771","54","SD N SIRNABAKTI","20200228","SD","Negeri","04 Mar 2022 21:47:01",17,372,12,10,2,11,0,1,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"772","55","SD N SIRNAJAYA 01","20200299","SD","Negeri","14 Feb 2022 10:28:08",12,145,6,6,1,6,0,1,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"773","56","SD N SIRNAJAYA 02","20200224","SD","Negeri","15 Mar 2022 08:21:21",36,230,7,7,1,7,0,1,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"774","57","SD N SIRNAJAYA 03","20200225","SD","Negeri","11 Mar 2022 22:15:28",11,157,6,7,1,6,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"775","58","SD N SIRNAJAYA 04","20200226","SD","Negeri","18 Mar 2022 08:33:25",5,215,6,6,2,7,0,1,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"776","59","SD N SUKAHARJA 02","20200251","SD","Negeri","13 Mar 2022 07:30:27",14,176,6,8,1,6,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"777","60","SD N SUKAMAKMUR 01","20200825","SD","Negeri","31 Jan 2022 09:50:20",8,181,7,8,3,7,0,1,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"778","61","SD N SUKAMULYA 02","20200827","SD","Negeri","17 Mar 2022 06:11:31",15,142,6,6,2,6,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"779","62","SD N SUKARESMI 01","20200849","SD","Negeri","14 Mar 2022 22:04:29",19,198,6,6,1,9,0,1,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"780","63","SD N SUKARESMI 02","20200798","SD","Negeri","15 Mar 2022 11:06:39",9,320,10,11,3,7,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"781","64","SD N SUKARESMI 03","20200745","SD","Negeri","04 Mar 2022 14:48:52",54,166,7,9,2,7,0,0,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
"782","65","SD N SUKAWANGI 03","20200746","SD","Negeri","12 Feb 2022 11:05:46",4,204,7,6,1,7,0,2,"Data Peserta Didik Kec. Sukamakmur - Dapodikdasmen.html"
